"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2018","Austria","Total","Males","From 18 to 34 years","Asylum applicant","Person","3,340"
"2018","Austria","Total","Males","From 35 to 64 years","Asylum applicant","Person","1,340"
"2018","Austria","Total","Males","65 years or over","Asylum applicant","Person","20"
"2018","Austria","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Austria","Total","Females","Less than 18 years","Asylum applicant","Person","3,155"
"2018","Austria","Total","Females","From 18 to 34 years","Asylum applicant","Person","1,360"
"2018","Austria","Total","Females","From 35 to 64 years","Asylum applicant","Person","895"
"2018","Austria","Total","Females","65 years or over","Asylum applicant","Person","40"
"2018","Austria","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Austria","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Austria","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Austria","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Austria","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Austria","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Poland","Total","Males","Less than 18 years","Asylum applicant","Person","970"
"2018","Poland","Total","Males","From 18 to 34 years","Asylum applicant","Person","725"
"2018","Poland","Total","Males","From 35 to 64 years","Asylum applicant","Person","525"
"2018","Poland","Total","Males","65 years or over","Asylum applicant","Person","10"
"2018","Poland","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Poland","Total","Females","Less than 18 years","Asylum applicant","Person","900"
"2018","Poland","Total","Females","From 18 to 34 years","Asylum applicant","Person","540"
"2018","Poland","Total","Females","From 35 to 64 years","Asylum applicant","Person","410"
"2018","Poland","Total","Females","65 years or over","Asylum applicant","Person","35"
"2018","Poland","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Poland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Poland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Poland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Poland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Poland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Portugal","Total","Males","Less than 18 years","Asylum applicant","Person","175"
"2018","Portugal","Total","Males","From 18 to 34 years","Asylum applicant","Person","480"
"2018","Portugal","Total","Males","From 35 to 64 years","Asylum applicant","Person","185"
"2018","Portugal","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Portugal","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Portugal","Total","Females","Less than 18 years","Asylum applicant","Person","130"
"2018","Portugal","Total","Females","From 18 to 34 years","Asylum applicant","Person","205"
"2018","Portugal","Total","Females","From 35 to 64 years","Asylum applicant","Person","105"
"2018","Portugal","Total","Females","65 years or over","Asylum applicant","Person","5"
"2018","Portugal","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Portugal","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Portugal","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Portugal","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Portugal","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Portugal","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Romania","Total","Males","Less than 18 years","Asylum applicant","Person","325"
"2018","Romania","Total","Males","From 18 to 34 years","Asylum applicant","Person","935"
"2018","Romania","Total","Males","From 35 to 64 years","Asylum applicant","Person","230"
"2018","Romania","Total","Males","65 years or over","Asylum applicant","Person","10"
"2018","Romania","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Romania","Total","Females","Less than 18 years","Asylum applicant","Person","225"
"2018","Romania","Total","Females","From 18 to 34 years","Asylum applicant","Person","300"
"2018","Romania","Total","Females","From 35 to 64 years","Asylum applicant","Person","110"
"2018","Romania","Total","Females","65 years or over","Asylum applicant","Person","5"
"2018","Romania","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Romania","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Romania","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Romania","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Romania","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Romania","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Slovenia","Total","Males","Less than 18 years","Asylum applicant","Person","680"
"2018","Slovenia","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,630"
"2018","Slovenia","Total","Males","From 35 to 64 years","Asylum applicant","Person","290"
"2018","Slovenia","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Slovenia","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Slovenia","Total","Females","Less than 18 years","Asylum applicant","Person","115"
"2018","Slovenia","Total","Females","From 18 to 34 years","Asylum applicant","Person","110"
"2018","Slovenia","Total","Females","From 35 to 64 years","Asylum applicant","Person","50"
"2018","Slovenia","Total","Females","65 years or over","Asylum applicant","Person","5"
"2018","Slovenia","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Slovenia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Slovenia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Slovenia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Slovenia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Slovenia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Slovakia","Total","Males","Less than 18 years","Asylum applicant","Person","30"
"2018","Slovakia","Total","Males","From 18 to 34 years","Asylum applicant","Person","70"
"2018","Slovakia","Total","Males","From 35 to 64 years","Asylum applicant","Person","30"
"2018","Slovakia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2018","Slovakia","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Slovakia","Total","Females","Less than 18 years","Asylum applicant","Person","15"
"2018","Slovakia","Total","Females","From 18 to 34 years","Asylum applicant","Person","15"
"2018","Slovakia","Total","Females","From 35 to 64 years","Asylum applicant","Person","15"
"2018","Slovakia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2018","Slovakia","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Slovakia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Slovakia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Slovakia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Slovakia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Slovakia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Finland","Total","Males","Less than 18 years","Asylum applicant","Person","595"
"2018","Finland","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,880"
"2018","Finland","Total","Males","From 35 to 64 years","Asylum applicant","Person","670"
"2018","Finland","Total","Males","65 years or over","Asylum applicant","Person","15"
"2018","Finland","Total","Males","Unknown","Asylum applicant","Person","5"
"2018","Finland","Total","Females","Less than 18 years","Asylum applicant","Person","525"
"2018","Finland","Total","Females","From 18 to 34 years","Asylum applicant","Person","475"
"2018","Finland","Total","Females","From 35 to 64 years","Asylum applicant","Person","320"
"2018","Finland","Total","Females","65 years or over","Asylum applicant","Person","25"
"2018","Finland","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Finland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Finland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Finland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Finland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Finland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Sweden","Total","Males","Less than 18 years","Asylum applicant","Person","3,545"
"2018","Sweden","Total","Males","From 18 to 34 years","Asylum applicant","Person","5,790"
"2018","Sweden","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,460"
"2018","Sweden","Total","Males","65 years or over","Asylum applicant","Person","155"
"2018","Sweden","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Sweden","Total","Females","Less than 18 years","Asylum applicant","Person","2,850"
"2018","Sweden","Total","Females","From 18 to 34 years","Asylum applicant","Person","3,310"
"2018","Sweden","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,240"
"2018","Sweden","Total","Females","65 years or over","Asylum applicant","Person","255"
"2018","Sweden","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Sweden","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Sweden","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Sweden","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Sweden","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Sweden","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","UK","Total","Males","Less than 18 years","Asylum applicant","Person","5,780"
"2018","UK","Total","Males","From 18 to 34 years","Asylum applicant","Person","12,995"
"2018","UK","Total","Males","From 35 to 64 years","Asylum applicant","Person","5,580"
"2018","UK","Total","Males","65 years or over","Asylum applicant","Person","165"
"2018","UK","Total","Males","Unknown","Asylum applicant","Person","650"
"2018","UK","Total","Females","Less than 18 years","Asylum applicant","Person","3,365"
"2018","UK","Total","Females","From 18 to 34 years","Asylum applicant","Person","5,325"
"2018","UK","Total","Females","From 35 to 64 years","Asylum applicant","Person","3,360"
"2018","UK","Total","Females","65 years or over","Asylum applicant","Person","210"
"2018","UK","Total","Females","Unknown","Asylum applicant","Person","335"
"2018","UK","Total","Unknown","Less than 18 years","Asylum applicant","Person","25"
"2018","UK","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","15"
"2018","UK","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","5"
"2018","UK","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","UK","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Iceland","Total","Males","Less than 18 years","Asylum applicant","Person","100"
"2018","Iceland","Total","Males","From 18 to 34 years","Asylum applicant","Person","315"
"2018","Iceland","Total","Males","From 35 to 64 years","Asylum applicant","Person","150"
"2018","Iceland","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Iceland","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Iceland","Total","Females","Less than 18 years","Asylum applicant","Person","80"
"2018","Iceland","Total","Females","From 18 to 34 years","Asylum applicant","Person","85"
"2018","Iceland","Total","Females","From 35 to 64 years","Asylum applicant","Person","45"
"2018","Iceland","Total","Females","65 years or over","Asylum applicant","Person","0"
"2018","Iceland","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Iceland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Iceland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Iceland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Iceland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Iceland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Liechtenstein","Total","Males","Less than 18 years","Asylum applicant","Person","15"
"2018","Liechtenstein","Total","Males","From 18 to 34 years","Asylum applicant","Person","80"
"2018","Liechtenstein","Total","Males","From 35 to 64 years","Asylum applicant","Person","30"
"2018","Liechtenstein","Total","Males","65 years or over","Asylum applicant","Person","0"
