"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015","Sweden","Total","Females","Less than 18 years","Asylum applicant","Person","18,975"
"2015","Sweden","Total","Females","From 18 to 34 years","Asylum applicant","Person","18,715"
"2015","Sweden","Total","Females","From 35 to 64 years","Asylum applicant","Person","9,520"
"2015","Sweden","Total","Females","65 years or over","Asylum applicant","Person","815"
"2015","Sweden","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Sweden","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Sweden","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Sweden","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Sweden","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Sweden","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","UK","Total","Males","Less than 18 years","Asylum applicant","Person","5,590"
"2015","UK","Total","Males","From 18 to 34 years","Asylum applicant","Person","18,185"
"2015","UK","Total","Males","From 35 to 64 years","Asylum applicant","Person","4,840"
"2015","UK","Total","Males","65 years or over","Asylum applicant","Person","155"
"2015","UK","Total","Males","Unknown","Asylum applicant","Person","895"
"2015","UK","Total","Females","Less than 18 years","Asylum applicant","Person","2,695"
"2015","UK","Total","Females","From 18 to 34 years","Asylum applicant","Person","4,885"
"2015","UK","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,415"
"2015","UK","Total","Females","65 years or over","Asylum applicant","Person","180"
"2015","UK","Total","Females","Unknown","Asylum applicant","Person","540"
"2015","UK","Total","Unknown","Less than 18 years","Asylum applicant","Person","10"
"2015","UK","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","UK","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","UK","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","UK","Total","Unknown","Unknown","Asylum applicant","Person","15"
"2015","Iceland","Total","Males","Less than 18 years","Asylum applicant","Person","55"
"2015","Iceland","Total","Males","From 18 to 34 years","Asylum applicant","Person","150"
"2015","Iceland","Total","Males","From 35 to 64 years","Asylum applicant","Person","70"
"2015","Iceland","Total","Males","65 years or over","Asylum applicant","Person","0"
"2015","Iceland","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Iceland","Total","Females","Less than 18 years","Asylum applicant","Person","30"
"2015","Iceland","Total","Females","From 18 to 34 years","Asylum applicant","Person","35"
"2015","Iceland","Total","Females","From 35 to 64 years","Asylum applicant","Person","20"
"2015","Iceland","Total","Females","65 years or over","Asylum applicant","Person","0"
"2015","Iceland","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Iceland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Iceland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Iceland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Iceland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Iceland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Males","Less than 18 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Males","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Males","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Males","65 years or over","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Females","Less than 18 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Females","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Females","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Females","65 years or over","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Liechtenstein","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Norway","Total","Males","Less than 18 years","Asylum applicant","Person","7,760"
"2015","Norway","Total","Males","From 18 to 34 years","Asylum applicant","Person","12,810"
"2015","Norway","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,310"
"2015","Norway","Total","Males","65 years or over","Asylum applicant","Person","50"
"2015","Norway","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Norway","Total","Females","Less than 18 years","Asylum applicant","Person","2,615"
"2015","Norway","Total","Females","From 18 to 34 years","Asylum applicant","Person","3,270"
"2015","Norway","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,270"
"2015","Norway","Total","Females","65 years or over","Asylum applicant","Person","60"
"2015","Norway","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Norway","Total","Unknown","Less than 18 years","Asylum applicant","Person","5"
"2015","Norway","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Norway","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Norway","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Norway","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Switzerland","Total","Males","Less than 18 years","Asylum applicant","Person","7,045"
"2015","Switzerland","Total","Males","From 18 to 34 years","Asylum applicant","Person","18,065"
"2015","Switzerland","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,390"
"2015","Switzerland","Total","Males","65 years or over","Asylum applicant","Person","60"
"2015","Switzerland","Total","Males","Unknown","Asylum applicant","Person","5"
"2015","Switzerland","Total","Females","Less than 18 years","Asylum applicant","Person","4,390"
"2015","Switzerland","Total","Females","From 18 to 34 years","Asylum applicant","Person","4,925"
"2015","Switzerland","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,570"
"2015","Switzerland","Total","Females","65 years or over","Asylum applicant","Person","65"
"2015","Switzerland","Total","Females","Unknown","Asylum applicant","Person","5"
"2015","Switzerland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Switzerland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Switzerland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Switzerland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Switzerland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Belgium","Total","Males","Less than 18 years","Asylum applicant","Person","3,505"
"2016","Belgium","Total","Males","From 18 to 34 years","Asylum applicant","Person","5,745"
"2016","Belgium","Total","Males","From 35 to 64 years","Asylum applicant","Person","2,435"
"2016","Belgium","Total","Males","65 years or over","Asylum applicant","Person","85"
"2016","Belgium","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Belgium","Total","Females","Less than 18 years","Asylum applicant","Person","2,205"
"2016","Belgium","Total","Females","From 18 to 34 years","Asylum applicant","Person","2,655"
"2016","Belgium","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,585"
"2016","Belgium","Total","Females","65 years or over","Asylum applicant","Person","115"
"2016","Belgium","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Belgium","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Belgium","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Belgium","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Belgium","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Belgium","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Bulgaria","Total","Males","Less than 18 years","Asylum applicant","Person","4,710"
"2016","Bulgaria","Total","Males","From 18 to 34 years","Asylum applicant","Person","9,130"
"2016","Bulgaria","Total","Males","From 35 to 64 years","Asylum applicant","Person","1,175"
"2016","Bulgaria","Total","Males","65 years or over","Asylum applicant","Person","35"
"2016","Bulgaria","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Bulgaria","Total","Females","Less than 18 years","Asylum applicant","Person","1,860"
"2016","Bulgaria","Total","Females","From 18 to 34 years","Asylum applicant","Person","1,730"
"2016","Bulgaria","Total","Females","From 35 to 64 years","Asylum applicant","Person","720"
"2016","Bulgaria","Total","Females","65 years or over","Asylum applicant","Person","55"
"2016","Bulgaria","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Bulgaria","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Bulgaria","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Bulgaria","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Bulgaria","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Bulgaria","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Czechia","Total","Males","Less than 18 years","Asylum applicant","Person","140"
"2016","Czechia","Total","Males","From 18 to 34 years","Asylum applicant","Person","425"
"2016","Czechia","Total","Males","From 35 to 64 years","Asylum applicant","Person","345"
"2016","Czechia","Total","Males","65 years or over","Asylum applicant","Person","15"
"2016","Czechia","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Czechia","Total","Females","Less than 18 years","Asylum applicant","Person","135"
"2016","Czechia","Total","Females","From 18 to 34 years","Asylum applicant","Person","225"
"2016","Czechia","Total","Females","From 35 to 64 years","Asylum applicant","Person","180"
"2016","Czechia","Total","Females","65 years or over","Asylum applicant","Person","15"
"2016","Czechia","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Czechia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Czechia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Czechia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Czechia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Czechia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Denmark","Total","Males","Less than 18 years","Asylum applicant","Person","1,745"
"2016","Denmark","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,895"
"2016","Denmark","Total","Males","From 35 to 64 years","Asylum applicant","Person","640"
"2016","Denmark","Total","Males","65 years or over","Asylum applicant","Person","20"
"2016","Denmark","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Denmark","Total","Females","Less than 18 years","Asylum applicant","Person","670"
"2016","Denmark","Total","Females","From 18 to 34 years","Asylum applicant","Person","800"
"2016","Denmark","Total","Females","From 35 to 64 years","Asylum applicant","Person","395"
"2016","Denmark","Total","Females","65 years or over","Asylum applicant","Person","30"
"2016","Denmark","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Denmark","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Denmark","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Denmark","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Denmark","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Denmark","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Germany","Total","Males","Less than 18 years","Asylum applicant","Person","156,485"
"2016","Germany","Total","Males","From 18 to 34 years","Asylum applicant","Person","253,850"
"2016","Germany","Total","Males","From 35 to 64 years","Asylum applicant","Person","75,110"
"2016","Germany","Total","Males","65 years or over","Asylum applicant","Person","1,975"
"2016","Germany","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Germany","Total","Females","Less than 18 years","Asylum applicant","Person","110,140"
"2016","Germany","Total","Females","From 18 to 34 years","Asylum applicant","Person","96,830"
"2016","Germany","Total","Females","From 35 to 64 years","Asylum applicant","Person","46,630"
"2016","Germany","Total","Females","65 years or over","Asylum applicant","Person","2,325"
"2016","Germany","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Germany","Total","Unknown","Less than 18 years","Asylum applicant","Person","1,635"
"2016","Germany","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","220"
"2016","Germany","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","60"
"2016","Germany","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Germany","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Estonia","Total","Males","Less than 18 years","Asylum applicant","Person","35"
"2016","Estonia","Total","Males","From 18 to 34 years","Asylum applicant","Person","50"
"2016","Estonia","Total","Males","From 35 to 64 years","Asylum applicant","Person","20"
"2016","Estonia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2016","Estonia","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Estonia","Total","Females","Less than 18 years","Asylum applicant","Person","35"
"2016","Estonia","Total","Females","From 18 to 34 years","Asylum applicant","Person","30"
"2016","Estonia","Total","Females","From 35 to 64 years","Asylum applicant","Person","10"
"2016","Estonia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2016","Estonia","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Estonia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Estonia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Estonia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Estonia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Estonia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Ireland","Total","Males","Less than 18 years","Asylum applicant","Person","295"
"2016","Ireland","Total","Males","From 18 to 34 years","Asylum applicant","Person","750"
"2016","Ireland","Total","Males","From 35 to 64 years","Asylum applicant","Person","335"
"2016","Ireland","Total","Males","65 years or over","Asylum applicant","Person","10"
"2016","Ireland","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Ireland","Total","Females","Less than 18 years","Asylum applicant","Person","280"
"2016","Ireland","Total","Females","From 18 to 34 years","Asylum applicant","Person","365"
"2016","Ireland","Total","Females","From 35 to 64 years","Asylum applicant","Person","195"
"2016","Ireland","Total","Females","65 years or over","Asylum applicant","Person","10"
"2016","Ireland","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Ireland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Ireland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Ireland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Ireland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Ireland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Greece","Total","Males","Less than 18 years","Asylum applicant","Person","11,220"
"2016","Greece","Total","Males","From 18 to 34 years","Asylum applicant","Person","15,305"
"2016","Greece","Total","Males","From 35 to 64 years","Asylum applicant","Person","5,355"
"2016","Greece","Total","Males","65 years or over","Asylum applicant","Person","145"
"2016","Greece","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Greece","Total","Females","Less than 18 years","Asylum applicant","Person","8,500"
"2016","Greece","Total","Females","From 18 to 34 years","Asylum applicant","Person","6,605"
"2016","Greece","Total","Females","From 35 to 64 years","Asylum applicant","Person","3,800"
"2016","Greece","Total","Females","65 years or over","Asylum applicant","Person","175"
"2016","Greece","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Greece","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Greece","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Greece","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Greece","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Greece","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Spain","Total","Males","Less than 18 years","Asylum applicant","Person","1,965"
"2016","Spain","Total","Males","From 18 to 34 years","Asylum applicant","Person","5,295"
"2016","Spain","Total","Males","From 35 to 64 years","Asylum applicant","Person","2,100"
"2016","Spain","Total","Males","65 years or over","Asylum applicant","Person","45"
"2016","Spain","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Spain","Total","Females","Less than 18 years","Asylum applicant","Person","1,780"
"2016","Spain","Total","Females","From 18 to 34 years","Asylum applicant","Person","2,925"
"2016","Spain","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,550"
"2016","Spain","Total","Females","65 years or over","Asylum applicant","Person","100"
"2016","Spain","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Spain","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Spain","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Spain","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Spain","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Spain","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","France","Total","Males","Less than 18 years","Asylum applicant","Person","7,725"
"2016","France","Total","Males","From 18 to 34 years","Asylum applicant","Person","34,270"
"2016","France","Total","Males","From 35 to 64 years","Asylum applicant","Person","12,590"
"2016","France","Total","Males","65 years or over","Asylum applicant","Person","335"
"2016","France","Total","Males","Unknown","Asylum applicant","Person","5"
"2016","France","Total","Females","Less than 18 years","Asylum applicant","Person","7,560"
"2016","France","Total","Females","From 18 to 34 years","Asylum applicant","Person","13,785"
"2016","France","Total","Females","From 35 to 64 years","Asylum applicant","Person","7,505"
"2016","France","Total","Females","65 years or over","Asylum applicant","Person","490"
"2016","France","Total","Females","Unknown","Asylum applicant","Person","5"
"2016","France","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","France","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","France","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","France","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","France","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Croatia","Total","Males","Less than 18 years","Asylum applicant","Person","340"
"2016","Croatia","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,325"
"2016","Croatia","Total","Males","From 35 to 64 years","Asylum applicant","Person","240"
"2016","Croatia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2016","Croatia","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Croatia","Total","Females","Less than 18 years","Asylum applicant","Person","125"
"2016","Croatia","Total","Females","From 18 to 34 years","Asylum applicant","Person","130"
"2016","Croatia","Total","Females","From 35 to 64 years","Asylum applicant","Person","60"
"2016","Croatia","Total","Females","65 years or over","Asylum applicant","Person","5"
"2016","Croatia","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Croatia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Croatia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Croatia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Croatia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Croatia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Italy","Total","Males","Less than 18 years","Asylum applicant","Person","8,475"
"2016","Italy","Total","Males","From 18 to 34 years","Asylum applicant","Person","85,570"
"2016","Italy","Total","Males","From 35 to 64 years","Asylum applicant","Person","10,415"
"2016","Italy","Total","Males","65 years or over","Asylum applicant","Person","40"
"2016","Italy","Total","Males","Unknown","Asylum applicant","Person","5"
"2016","Italy","Total","Females","Less than 18 years","Asylum applicant","Person","2,695"
"2016","Italy","Total","Females","From 18 to 34 years","Asylum applicant","Person","13,305"
"2016","Italy","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,410"
"2016","Italy","Total","Females","65 years or over","Asylum applicant","Person","45"
"2016","Italy","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Italy","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Italy","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Italy","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Italy","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Italy","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Cyprus","Total","Males","Less than 18 years","Asylum applicant","Person","370"
"2016","Cyprus","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,145"
"2016","Cyprus","Total","Males","From 35 to 64 years","Asylum applicant","Person","265"
"2016","Cyprus","Total","Males","65 years or over","Asylum applicant","Person","10"
"2016","Cyprus","Total","Males","Unknown","Asylum applicant","Person","5"
"2016","Cyprus","Total","Females","Less than 18 years","Asylum applicant","Person","315"
"2016","Cyprus","Total","Females","From 18 to 34 years","Asylum applicant","Person","545"
"2016","Cyprus","Total","Females","From 35 to 64 years","Asylum applicant","Person","260"
"2016","Cyprus","Total","Females","65 years or over","Asylum applicant","Person","10"
"2016","Cyprus","Total","Females","Unknown","Asylum applicant","Person","5"
"2016","Cyprus","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Cyprus","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","5"
"2016","Cyprus","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Cyprus","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Cyprus","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Latvia","Total","Males","Less than 18 years","Asylum applicant","Person","60"
"2016","Latvia","Total","Males","From 18 to 34 years","Asylum applicant","Person","110"
"2016","Latvia","Total","Males","From 35 to 64 years","Asylum applicant","Person","50"
"2016","Latvia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2016","Latvia","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Latvia","Total","Females","Less than 18 years","Asylum applicant","Person","65"
"2016","Latvia","Total","Females","From 18 to 34 years","Asylum applicant","Person","55"
"2016","Latvia","Total","Females","From 35 to 64 years","Asylum applicant","Person","15"
"2016","Latvia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2016","Latvia","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Latvia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Latvia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Latvia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Latvia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Latvia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Lithuania","Total","Males","Less than 18 years","Asylum applicant","Person","90"
"2016","Lithuania","Total","Males","From 18 to 34 years","Asylum applicant","Person","90"
"2016","Lithuania","Total","Males","From 35 to 64 years","Asylum applicant","Person","80"
"2016","Lithuania","Total","Males","65 years or over","Asylum applicant","Person","0"
"2016","Lithuania","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Lithuania","Total","Females","Less than 18 years","Asylum applicant","Person","70"
"2016","Lithuania","Total","Females","From 18 to 34 years","Asylum applicant","Person","60"
"2016","Lithuania","Total","Females","From 35 to 64 years","Asylum applicant","Person","40"
"2016","Lithuania","Total","Females","65 years or over","Asylum applicant","Person","0"
"2016","Lithuania","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Lithuania","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Lithuania","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Lithuania","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Lithuania","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Lithuania","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Males","Less than 18 years","Asylum applicant","Person","365"
"2016","Luxembourg","Total","Males","From 18 to 34 years","Asylum applicant","Person","855"
"2016","Luxembourg","Total","Males","From 35 to 64 years","Asylum applicant","Person","330"
"2016","Luxembourg","Total","Males","65 years or over","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Females","Less than 18 years","Asylum applicant","Person","260"
"2016","Luxembourg","Total","Females","From 18 to 34 years","Asylum applicant","Person","240"
"2016","Luxembourg","Total","Females","From 35 to 64 years","Asylum applicant","Person","110"
"2016","Luxembourg","Total","Females","65 years or over","Asylum applicant","Person","5"
"2016","Luxembourg","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Luxembourg","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Hungary","Total","Males","Less than 18 years","Asylum applicant","Person","5,760"
"2016","Hungary","Total","Males","From 18 to 34 years","Asylum applicant","Person","14,570"
"2016","Hungary","Total","Males","From 35 to 64 years","Asylum applicant","Person","2,445"
"2016","Hungary","Total","Males","65 years or over","Asylum applicant","Person","55"
"2016","Hungary","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Hungary","Total","Females","Less than 18 years","Asylum applicant","Person","2,790"
"2016","Hungary","Total","Females","From 18 to 34 years","Asylum applicant","Person","2,625"
"2016","Hungary","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,135"
"2016","Hungary","Total","Females","65 years or over","Asylum applicant","Person","45"
"2016","Hungary","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Hungary","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Hungary","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Hungary","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Hungary","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Hungary","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Malta","Total","Males","Less than 18 years","Asylum applicant","Person","245"
"2016","Malta","Total","Males","From 18 to 34 years","Asylum applicant","Person","820"
"2016","Malta","Total","Males","From 35 to 64 years","Asylum applicant","Person","290"
"2016","Malta","Total","Males","65 years or over","Asylum applicant","Person","5"
"2016","Malta","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Malta","Total","Females","Less than 18 years","Asylum applicant","Person","210"
"2016","Malta","Total","Females","From 18 to 34 years","Asylum applicant","Person","250"
"2016","Malta","Total","Females","From 35 to 64 years","Asylum applicant","Person","105"
"2016","Malta","Total","Females","65 years or over","Asylum applicant","Person","5"
"2016","Malta","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Malta","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Malta","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Malta","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Malta","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Malta","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Netherlands","Total","Males","Less than 18 years","Asylum applicant","Person","3,730"
"2016","Netherlands","Total","Males","From 18 to 34 years","Asylum applicant","Person","8,075"
"2016","Netherlands","Total","Males","From 35 to 64 years","Asylum applicant","Person","2,520"
"2016","Netherlands","Total","Males","65 years or over","Asylum applicant","Person","90"
"2016","Netherlands","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Netherlands","Total","Females","Less than 18 years","Asylum applicant","Person","2,495"
"2016","Netherlands","Total","Females","From 18 to 34 years","Asylum applicant","Person","2,530"
"2016","Netherlands","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,395"
"2016","Netherlands","Total","Females","65 years or over","Asylum applicant","Person","105"
"2016","Netherlands","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Netherlands","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Netherlands","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Netherlands","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
